1. Universidad,2. Carrera,3. Semestre,4. ¿Cuántas veces comes al día?,5. ¿Cada cuánto tiempo comes comida rápida por semana?,6. ¿Cual es el tipo de desayuno que prefiere?(Parte liquida),7. Bebida Preferida,8. Snack preferidos,9. ¿Cual es su marca preferida de Galletas?,10. Marca de productos lácteos preferida,11. Consume Suplementos Alimenticios,12. Cual considera su Temperamento,13. ¿Te sientes cómodo con personas que sabes que tienen más conocimiento?,"14. Tienes intención de comprarte un traje o vestido nuevo y el encargado de ventas, te pregunta si vas a algún lugar o evento especial. ¿Cómo reaccionas?","15. No te dio tiempo a cenar y te mueres de hambre, pero estás en la casa de tu amigo. Su madre está cocinando y huele... tremendamente apetitoso. ¿Dices algo?","16. ¿Qué número es la décima parte de la cuarta parte de la quinta parte de la mitad de 12,000?","17. ¿Cuál es el número de 4 dígitos? El primer digito es una quinta parte del ultimo, y el segundo y tercero conforman un solo número, producto de la multiplicación del ultimo por 3.","18. ¿Qué relación hay entre Pilar y Valeria? Pilar fue a visitar a Valeria. Pilar es la única hija de la única hija de la suegra de Fernando, el marido de Valeria.",19. Un negociante compra café por 1200€ y lo vende por 1500€. Por cada saco de café gana un beneficio de 50€. ¿Cuántos sacos de café tenía?,"20. ¿Qué número completa la secuencia? 1, 2, 4, 7, 11, _, 22",21. ¿Quién finalizó último en la carrera? Ni A ni E salieron últimos. Pero B venció a C y C lo hizo con D. E derroto a F y D venció a E.
Universidad Privada Boliviana,FAC. ODONTOLOGIA,QUINTO,2 veces,Entre 1  o 2 días,Yogurt,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Papas fritas,Toddy,PIL,Si,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,1256,Pilar es sobrina de Valeria,6,16,E
UNIVALLE,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",DECIMO,4 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Masitas en General.,Toddy,PIL,No,MELANCOLICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,Le pregunto si tiene algo de comer pues estoy hambriento.,1250,1256,Pilar es sobrina de Valeria,No se puede saber,16,C
Universidad Mayor de San Simon,"FAC. CIENCIAS ECONÓMICAS (Ing. Comercial, Economía, Contaduría Publica, etc)",SEGUNDO,2 veces,Entre 1  o 2 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)","Chupetes(Yogeta, Bombombun,etc.)","Mabel (Waflers, saladitas, etc)",PIL,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,30,1155,Pilar es sobrina de Valeria,30,16,E
Instituto Militar (COL. MIL.  E.N.M. COL. MIL. AV. ),"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",PRIMER,3 veces,Entre 3 o 4 días,Cereales en Lacteos,Agua,Mani salado,"Mabel (Waflers, saladitas, etc)",DELICIA,No,MELANCOLICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",No me involucro en una conversación personal con personas que no conozco.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,2359,Pilar es prima de Valeria,1,16,D
Universidad Mayor de San Simon,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",SEGUNDO,3 veces,Entre 1  o 2 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)","Chupetes(Yogeta, Bombombun,etc.)",Oreo,PIL,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,No ceno.,250,1256,Pilar es hija de Valeria,6,17,F
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",PRIMER,3 veces,Entre 1  o 2 días,Lacteos,Agua,"Chupetes(Yogeta, Bombombun,etc.)",Oreo,PIL,No,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,1250,1155,Pilar es prima de Valeria,6,17,F
Universidad Mayor de San Simon,"FAC. CIENCIAS ECONÓMICAS (Ing. Comercial, Economía, Contaduría Publica, etc)",SEGUNDO,2 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Chupetes(Yogeta, Bombombun,etc.)","Mabel (Waflers, saladitas, etc)",PIL,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,30,1256,Pilar es sobrina de Valeria,No se puede saber,16,E
Universidad Simon I. Patiño,FAC. ODONTOLOGIA,TERCERO,2 veces,Entre 5 o 6 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Mani Dulce,"Mabel (Waflers, saladitas, etc)",PIL,Si,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,No ceno.,250,1155,Pilar es hija de Valeria,No se puede saber,17,C
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",SEXTO,4 veces,Entre 1  o 2 días,Yogurt,Agua,Mani salado,"Mabel (Waflers, saladitas, etc)",PIL,No,COLERICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",45,2359,Pilar es hija de Valeria,6,15,C
Universidad Franz Tamayo,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",SEGUNDO,3 veces,Entre 5 o 6 días,Cereales en Lacteos,"Gaseosas(Coca Cola, Sprite, Fanta, etc)","Chupetes(Yogeta, Bombombun,etc.)",Ricks,GLORIA,Si,MELANCOLICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,1250,2359,Pilar es sobrina de Valeria,No se puede saber,19,E
Universidad Franz Tamayo,"FAC. CIENCIAS ECONÓMICAS (Ing. Comercial, Economía, Contaduría Publica, etc)",TERCERO,4 veces,Entre 3 o 4 días,Cafe,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate",Toddy,DELICIA,Si,FLEMATICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1190,Pilar es hija de Valeria,30,19,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",PRIMER,3 veces,Entre 3 o 4 días,Jugos Frutales,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani Dulce,Oreo,DELICIA,Si,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,No ceno.,30,1190,Pilar es hija de Valeria,30,15,F
Universidad Catolica Boliviana,Falcultad de Medio Ambiente (Ing. Ambiental.),SEXTO,4 veces,Entre 3 o 4 días,Cafe,Agua,Papas fritas,Toddy,PIL,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,45,1190,Pilar es prima de Valeria,30,16,D
Escuela Militar de Ingenieria,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",QUINTO,3 veces,Entre 3 o 4 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Palitos de Tarwi,Toddy,NORDLAND,No,COLERICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Espero a que me inviten a cenar y ya entonces acepto el ofrecimiento.,250,1155,Pilar es prima de Valeria,6,17,B
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEXTO,2 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Masitas en General.,Oreo,,No,FLEMATICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,1155,Pilar es hija de Valeria,No se puede saber,16,B
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEXTO,2 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Masitas en General.,Oreo,,No,FLEMATICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,1155,Pilar es hija de Valeria,No se puede saber,16,B
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEXTO,2 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Masitas en General.,Oreo,,No,FLEMATICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,1155,Pilar es hija de Valeria,No se puede saber,16,B
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEXTO,2 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Masitas en General.,Oreo,,No,FLEMATICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,1155,Pilar es hija de Valeria,No se puede saber,16,B
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEXTO,2 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Masitas en General.,Oreo,,No,FLEMATICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,1155,Pilar es hija de Valeria,No se puede saber,16,B
Escuela Militar de Ingenieria,"FAC. DE CIENCIAS DE LA TIERRA (Ing. Civil, Geográfica, etc.)",SEXTO,2 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Masitas en General.,Oreo,,No,FLEMATICO,"Sí, siempre; quiero aprender de sus experiencias y de todo lo que saben.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,30,1155,Pilar es hija de Valeria,No se puede saber,16,B
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",SEXTO,3 veces,,Cafe,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,"Mabel (Waflers, saladitas, etc)",DELICIA,No,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",SEXTO,3 veces,,Cafe,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,"Mabel (Waflers, saladitas, etc)",DELICIA,No,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",SEXTO,3 veces,,Cafe,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,"Mabel (Waflers, saladitas, etc)",DELICIA,No,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",SEXTO,3 veces,,Cafe,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,"Mabel (Waflers, saladitas, etc)",DELICIA,No,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",SEXTO,3 veces,,Cafe,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,"Mabel (Waflers, saladitas, etc)",DELICIA,No,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",SEXTO,3 veces,,Cafe,"Jugos frutales (Ades, Frutall, etc)",Papas fritas,"Mabel (Waflers, saladitas, etc)",DELICIA,No,SANGUINEO.,"A veces, dependiendo de si siento que son accesibles o no.",No me involucro en una conversación personal con personas que no conozco.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,2 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Nachos,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,Le pregunto si tiene algo de comer pues estoy hambriento.,45,1155,Pilar es sobrina de Valeria,No se puede saber,19,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,2 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Nachos,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,Le pregunto si tiene algo de comer pues estoy hambriento.,45,1155,Pilar es sobrina de Valeria,No se puede saber,19,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,2 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Nachos,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,Le pregunto si tiene algo de comer pues estoy hambriento.,45,1155,Pilar es sobrina de Valeria,No se puede saber,19,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,2 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Nachos,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,Le pregunto si tiene algo de comer pues estoy hambriento.,45,1155,Pilar es sobrina de Valeria,No se puede saber,19,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,2 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Nachos,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,Le pregunto si tiene algo de comer pues estoy hambriento.,45,1155,Pilar es sobrina de Valeria,No se puede saber,19,F
Universidad Franz Tamayo,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,2 veces,Entre 5 o 6 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Nachos,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Automáticamente hago una rápida retirada sin comprar nada en la tienda,Le pregunto si tiene algo de comer pues estoy hambriento.,45,1155,Pilar es sobrina de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
